,longitude,latitude,uptown,park_area,office_area,industrial_zone,tourist_area
49,55.715621085197334,37.58351260512242,0,0,0,1,0
50,55.71548960512242,37.583644085197335,0,0,0,1,0
51,55.71531,37.58369221024484,0,0,0,1,0
52,55.71513039487758,37.583644085197335,0,0,0,1,0
53,55.71499891480267,37.58351260512242,0,0,0,1,0
54,55.714950789755164,37.583333,0,0,0,1,0
55,55.71499891480267,37.583153394877584,0,0,0,1,0
56,55.71513039487758,37.58302191480267,0,0,0,1,0
57,55.71531,37.582973789755165,0,0,0,1,0
58,55.71548960512242,37.58302191480267,0,0,0,1,0
59,55.715621085197334,37.583153394877584,0,0,0,1,0
60,55.71570597979746,37.583333,1,0,0,0,0
61,55.71565292856399,37.58353098989873,1,0,0,0,0
62,55.71550798989873,37.58367592856399,1,0,0,0,0
63,55.71531,37.58372897979746,1,0,0,0,0
64,55.71511201010127,37.58367592856399,1,0,0,0,0
65,55.714967071436014,37.58353098989873,1,0,0,0,0
66,55.71491402020254,37.583333,1,0,0,0,0
67,55.714967071436014,37.58313501010127,1,0,0,0,0
68,55.71511201010127,37.582990071436015,1,0,0,0,0
69,55.71531,37.58293702020254,1,0,0,0,0
70,55.71550798989873,37.582990071436015,1,0,0,0,0
71,55.71565292856399,37.58313501010127,1,0,0,0,0
72,55.71604397683888,37.583333,1,0,0,0,0
73,55.71594564258826,37.58369998841944,1,0,0,0,0
74,55.71567698841944,37.58396864258826,1,0,0,0,0
75,55.71531,37.58406697683888,1,0,0,0,0
76,55.714943011580566,37.58396864258826,1,0,0,0,0
77,55.714674357411745,37.58369998841944,1,0,0,0,0
78,55.71457602316112,37.583333,1,0,0,0,0
79,55.714674357411745,37.58296601158057,1,0,0,0,0
80,55.714943011580566,37.582697357411746,1,0,0,0,0
81,55.71531,37.58259902316112,1,0,0,0,0
82,55.71567698841944,37.582697357411746,1,0,0,0,0
83,55.71594564258826,37.58296601158057,1,0,0,0,0
84,55.7160991311678,37.583333,1,0,0,0,0
85,55.71599340763824,37.58372756558391,1,0,0,0,0
86,55.715704565583906,37.58401640763824,1,0,0,0,0
87,55.71531,37.5841221311678,1,0,0,0,0
88,55.7149154344161,37.58401640763824,1,0,0,0,0
89,55.71462659236177,37.58372756558391,1,0,0,0,0
90,55.7145208688322,37.583333,1,0,0,0,0
91,55.71462659236177,37.5829384344161,1,0,0,0,0
92,55.7149154344161,37.58264959236177,1,0,0,0,0
93,55.71531,37.582543868832204,1,0,0,0,0
94,55.715704565583906,37.58264959236177,1,0,0,0,0
95,55.71599340763824,37.5829384344161,1,0,0,0,0
96,55.71544717871555,37.583333,1,0,0,0,0
97,55.715428800252525,37.58340158935778,1,0,0,0,0
98,55.715378589357776,37.583451800252526,1,0,0,0,0
99,55.71531,37.58347017871555,1,0,0,0,0
100,55.71524141064223,37.583451800252526,1,0,0,0,0
101,55.71519119974748,37.58340158935778,1,0,0,0,0
102,55.715172821284455,37.583333,1,0,0,0,0
103,55.71519119974748,37.58326441064223,1,0,0,0,0
104,55.71524141064223,37.58321419974748,1,0,0,0,0
105,55.71531,37.583195821284455,1,0,0,0,0
106,55.715378589357776,37.58321419974748,1,0,0,0,0
107,55.715428800252525,37.58326441064223,1,0,0,0,0
108,55.71623630988336,37.583333,0,0,0,1,0
109,55.71611220789077,37.58379615494168,0,0,0,1,0
110,55.71577315494168,37.58413520789077,0,0,0,1,0
111,55.71531,37.58425930988336,0,0,0,1,0
112,55.714846845058325,37.58413520789077,0,0,0,1,0
113,55.71450779210924,37.58379615494168,0,0,0,1,0
114,55.71438369011665,37.583333,0,0,0,1,0
115,55.71450779210924,37.582869845058326,0,0,0,1,0
116,55.714846845058325,37.58253079210924,0,0,0,1,0
117,55.71531,37.58240669011665,0,0,0,1,0
118,55.71577315494168,37.58253079210924,0,0,0,1,0
119,55.71611220789077,37.582869845058326,0,0,0,1,0
120,55.71577103362134,37.583333,1,0,0,0,0
121,55.71570926682808,37.58356351681067,1,0,0,0,0
122,55.71554051681067,37.58373226682808,1,0,0,0,0
123,55.71531,37.58379403362134,1,0,0,0,0
124,55.715079483189335,37.58373226682808,1,0,0,0,0
125,55.714910733171926,37.58356351681067,1,0,0,0,0
126,55.71484896637867,37.583333,1,0,0,0,0
127,55.714910733171926,37.583102483189336,1,0,0,0,0
128,55.715079483189335,37.58293373317193,1,0,0,0,0
129,55.71531,37.58287196637867,1,0,0,0,0
130,55.71554051681067,37.58293373317193,1,0,0,0,0
131,55.71570926682808,37.583102483189336,1,0,0,0,0
132,55.71664218917576,37.583333,0,1,0,0,0
133,55.71646370966886,37.58399909458788,0,1,0,0,0
134,55.71597609458788,37.58448670966886,0,1,0,0,0
135,55.71531,37.58466518917576,0,1,0,0,0
136,55.714643905412125,37.58448670966886,0,1,0,0,0
137,55.71415629033115,37.58399909458788,0,1,0,0,0
138,55.71397781082425,37.583333,0,1,0,0,0
139,55.71415629033115,37.582666905412125,0,1,0,0,0
140,55.714643905412125,37.58217929033115,0,1,0,0,0
141,55.71531,37.58200081082425,0,1,0,0,0
142,55.71597609458788,37.58217929033115,0,1,0,0,0
143,55.71646370966886,37.582666905412125,0,1,0,0,0
144,55.716258286525864,37.583333,1,0,0,0,0
145,55.716131240221465,37.58380714326294,1,0,0,0,0
146,55.71578414326294,37.584154240221466,1,0,0,0,0
147,55.71531,37.584281286525865,1,0,0,0,0
148,55.71483585673707,37.584154240221466,1,0,0,0,0
149,55.71448875977854,37.58380714326294,1,0,0,0,0
150,55.71436171347414,37.583333,1,0,0,0,0
151,55.71448875977854,37.58285885673707,1,0,0,0,0
152,55.71483585673707,37.58251175977854,1,0,0,0,0
153,55.71531,37.58238471347414,1,0,0,0,0
154,55.71578414326294,37.58251175977854,1,0,0,0,0
155,55.716131240221465,37.58285885673707,1,0,0,0,0
156,55.7162235819613,37.583333,1,1,0,0,0
157,55.71610118518692,37.58378979098065,1,1,0,0,0
158,55.71576679098065,37.58412418518692,1,1,0,0,0
159,55.71531,37.5842465819613,1,1,0,0,0
160,55.71485320901935,37.58412418518692,1,1,0,0,0
161,55.71451881481308,37.58378979098065,1,1,0,0,0
162,55.7143964180387,37.583333,1,1,0,0,0
163,55.71451881481308,37.582876209019354,1,1,0,0,0
164,55.71485320901935,37.582541814813084,1,1,0,0,0
165,55.71531,37.582419418038704,1,1,0,0,0
166,55.71576679098065,37.582541814813084,1,1,0,0,0
167,55.71610118518692,37.582876209019354,1,1,0,0,0
168,55.71570315137034,37.583333,0,0,0,0,1
169,55.71565047907425,37.583529575685176,0,0,0,0,1
170,55.715506575685176,37.58367347907425,0,0,0,0,1
171,55.71531,37.58372615137034,0,0,0,0,1
172,55.71511342431483,37.58367347907425,0,0,0,0,1
173,55.714969520925756,37.583529575685176,0,0,0,0,1
174,55.71491684862966,37.583333,0,0,0,0,1
175,55.714969520925756,37.58313642431483,0,0,0,0,1
176,55.71511342431483,37.58299252092576,0,0,0,0,1
177,55.71531,37.582939848629664,0,0,0,0,1
178,55.715506575685176,37.58299252092576,0,0,0,0,1
179,55.71565047907425,37.58313642431483,0,0,0,0,1
180,55.715926597113196,37.583333,0,0,0,0,1
181,55.71584398876393,37.5836412985566,0,0,0,0,1
182,55.7156182985566,37.58386698876393,0,0,0,0,1
183,55.71531,37.5839495971132,0,0,0,0,1
184,55.715001701443406,37.58386698876393,0,0,0,0,1
185,55.714776011236076,37.5836412985566,0,0,0,0,1
186,55.71469340288681,37.583333,0,0,0,0,1
187,55.714776011236076,37.58302470144341,0,0,0,0,1
188,55.715001701443406,37.58279901123608,0,0,0,0,1
189,55.71531,37.58271640288681,0,0,0,0,1
190,55.7156182985566,37.58279901123608,0,0,0,0,1
191,55.71584398876393,37.58302470144341,0,0,0,0,1
192,55.715703151370334,37.583333,1,0,0,0,0
193,55.71565047907424,37.58352957568517,1,0,0,0,0
194,55.71550657568517,37.58367347907424,1,0,0,0,0
195,55.71531,37.583726151370335,1,0,0,0,0
196,55.715113424314836,37.58367347907424,1,0,0,0,0
197,55.71496952092576,37.58352957568517,1,0,0,0,0
198,55.71491684862967,37.583333,1,0,0,0,0
199,55.71496952092576,37.58313642431484,1,0,0,0,0
200,55.715113424314836,37.582992520925764,1,0,0,0,0
201,55.71531,37.58293984862967,1,0,0,0,0
202,55.71550657568517,37.582992520925764,1,0,0,0,0
203,55.71565047907424,37.58313642431484,1,0,0,0,0
204,55.715861543289336,37.583333,1,0,0,0,0
205,55.71578765049985,37.58360877164467,1,0,0,0,0
206,55.71558577164467,37.58381065049985,1,0,0,0,0
207,55.71531,37.58388454328934,1,0,0,0,0
208,55.715034228355336,37.58381065049985,1,0,0,0,0
209,55.714832349500156,37.58360877164467,1,0,0,0,0
210,55.71475845671067,37.583333,1,0,0,0,0
211,55.714832349500156,37.58305722835534,1,0,0,0,0
212,55.715034228355336,37.58285534950016,1,0,0,0,0
213,55.71531,37.58278145671067,1,0,0,0,0
214,55.71558577164467,37.58285534950016,1,0,0,0,0
215,55.71578765049985,37.58305722835534,1,0,0,0,0
216,55.71573284985516,37.583333,0,1,0,0,0
217,55.71567619871656,37.58354442492758,0,1,0,0,0
218,55.71552142492758,37.58369919871656,0,1,0,0,0
219,55.71531,37.58375584985516,0,1,0,0,0
220,55.715098575072425,37.58369919871656,0,1,0,0,0
221,55.71494380128345,37.58354442492758,0,1,0,0,0
222,55.71488715014485,37.583333,0,1,0,0,0
223,55.71494380128345,37.583121575072425,0,1,0,0,0
224,55.715098575072425,37.58296680128345,0,1,0,0,0
225,55.71531,37.58291015014485,0,1,0,0,0
226,55.71552142492758,37.58296680128345,0,1,0,0,0
227,55.71567619871656,37.583121575072425,0,1,0,0,0
228,55.71566921024484,37.583333,0,1,0,0,0
229,55.715621085197334,37.58351260512242,0,1,0,0,0
230,55.71548960512242,37.583644085197335,0,1,0,0,0
231,55.71531,37.58369221024484,0,1,0,0,0
232,55.71513039487758,37.583644085197335,0,1,0,0,0
233,55.71499891480267,37.58351260512242,0,1,0,0,0
234,55.714950789755164,37.583333,0,1,0,0,0
235,55.71499891480267,37.583153394877584,0,1,0,0,0
236,55.71513039487758,37.58302191480267,0,1,0,0,0
237,55.71531,37.582973789755165,0,1,0,0,0
238,55.71548960512242,37.58302191480267,0,1,0,0,0
239,55.715621085197334,37.583153394877584,0,1,0,0,0
240,55.71551081832587,37.583333,0,1,0,0,0
241,55.71548391377174,37.583433409162936,0,1,0,0,0
242,55.715410409162935,37.58350691377174,0,1,0,0,0
243,55.71531,37.58353381832587,0,1,0,0,0
244,55.71520959083707,37.58350691377174,0,1,0,0,0
245,55.71513608622826,37.583433409162936,0,1,0,0,0
246,55.71510918167414,37.583333,0,1,0,0,0
247,55.71513608622826,37.58323259083707,0,1,0,0,0
248,55.71520959083707,37.583159086228264,0,1,0,0,0
249,55.71531,37.58313218167414,0,1,0,0,0
250,55.715410409162935,37.583159086228264,0,1,0,0,0
251,55.71548391377174,37.58323259083707,0,1,0,0,0
252,55.71552778888861,37.583333,0,1,0,0,0
253,55.7154986107102,37.583441894444306,0,1,0,0,0
254,55.715418894444305,37.5835216107102,0,1,0,0,0
255,55.71531,37.58355078888861,0,1,0,0,0
256,55.7152011055557,37.5835216107102,0,1,0,0,0
257,55.715121389289806,37.583441894444306,0,1,0,0,0
258,55.7150922111114,37.583333,0,1,0,0,0
259,55.715121389289806,37.5832241055557,0,1,0,0,0
260,55.7152011055557,37.58314438928981,0,1,0,0,0
261,55.71531,37.5831152111114,0,1,0,0,0
262,55.715418894444305,37.58314438928981,0,1,0,0,0
263,55.7154986107102,37.5832241055557,0,1,0,0,0
264,55.71556597265479,37.583333,0,1,0,0,0
265,55.71553167882172,37.583460986327395,0,1,0,0,0
266,55.715437986327395,37.58355467882172,0,1,0,0,0
267,55.71531,37.58358897265479,0,1,0,0,0
268,55.71518201367261,37.58355467882172,0,1,0,0,0
269,55.715088321178285,37.583460986327395,0,1,0,0,0
270,55.71505402734522,37.583333,0,1,0,0,0
271,55.715088321178285,37.58320501367261,0,1,0,0,0
272,55.71518201367261,37.583111321178286,0,1,0,0,0
273,55.71531,37.58307702734522,0,1,0,0,0
274,55.715437986327395,37.583111321178286,0,1,0,0,0
275,55.71553167882172,37.58320501367261,0,1,0,0,0
276,55.715472634559674,37.583333,0,1,0,0,0
277,55.715450845660214,37.58341431727984,0,1,0,0,0
278,55.71539131727984,37.583473845660215,0,1,0,0,0
279,55.71531,37.583495634559675,0,1,0,0,0
280,55.715228682720166,37.583473845660215,0,1,0,0,0
281,55.71516915433979,37.58341431727984,0,1,0,0,0
282,55.71514736544033,37.583333,0,1,0,0,0
283,55.71516915433979,37.58325168272017,0,1,0,0,0
284,55.715228682720166,37.58319215433979,0,1,0,0,0
285,55.71531,37.58317036544033,0,1,0,0,0
286,55.71539131727984,37.58319215433979,0,1,0,0,0
287,55.715450845660214,37.58325168272017,0,1,0,0,0
288,55.71566072496347,37.583333,0,1,0,0,0
289,55.71561373672811,37.58350836248174,0,1,0,0,0
290,55.715485362481736,37.58363673672811,0,1,0,0,0
291,55.71531,37.58368372496347,0,1,0,0,0
292,55.71513463751827,37.58363673672811,0,1,0,0,0
293,55.715006263271896,37.58350836248174,0,1,0,0,0
294,55.714959275036534,37.583333,0,1,0,0,0
295,55.715006263271896,37.58315763751827,0,1,0,0,0
296,55.71513463751827,37.5830292632719,0,1,0,0,0
297,55.71531,37.582982275036535,0,1,0,0,0
298,55.715485362481736,37.5830292632719,0,1,0,0,0
299,55.71561373672811,37.58315763751827,0,1,0,0,0
300,55.71569377784792,37.583333,0,0,1,0,0
301,55.7156423613657,37.58352488892396,0,0,1,0,0
302,55.71550188892396,37.5836653613657,0,0,1,0,0
303,55.71531,37.58371677784792,0,0,1,0,0
304,55.715118111076045,37.5836653613657,0,0,1,0,0
305,55.7149776386343,37.58352488892396,0,0,1,0,0
306,55.71492622215209,37.583333,0,0,1,0,0
307,55.7149776386343,37.583141111076046,0,0,1,0,0
308,55.715118111076045,37.5830006386343,0,0,1,0,0
309,55.71531,37.58294922215209,0,0,1,0,0
310,55.71550188892396,37.5830006386343,0,0,1,0,0
311,55.7156423613657,37.583141111076046,0,0,1,0,0
312,55.715916697618255,37.583333,1,0,1,0,0
313,55.715835415549826,37.58363634880913,1,0,1,0,0
314,55.71561334880913,37.58385841554983,1,0,1,0,0
315,55.71531,37.583939697618256,1,0,1,0,0
316,55.715006651190876,37.58385841554983,1,0,1,0,0
317,55.71478458445018,37.58363634880913,1,0,1,0,0
318,55.71470330238175,37.583333,1,0,1,0,0
319,55.71478458445018,37.58302965119088,1,0,1,0,0
320,55.715006651190876,37.58280758445018,1,0,1,0,0
321,55.71531,37.58272630238175,1,0,1,0,0
322,55.71561334880913,37.58280758445018,1,0,1,0,0
323,55.715835415549826,37.58302965119088,1,0,1,0,0
324,55.716197605930816,37.583333,1,0,0,0,0
325,55.716078689284636,37.58377680296541,1,0,0,0,0
326,55.71575380296541,37.58410168928464,1,0,0,0,0
327,55.71531,37.58422060593082,1,0,0,0,0
328,55.714866197034596,37.58410168928464,1,0,0,0,0
329,55.71454131071537,37.58377680296541,1,0,0,0,0
330,55.71442239406919,37.583333,1,0,0,0,0
331,55.71454131071537,37.582889197034596,1,0,0,0,0
332,55.714866197034596,37.58256431071537,1,0,0,0,0
333,55.71531,37.58244539406919,1,0,0,0,0
334,55.71575380296541,37.58256431071537,1,0,0,0,0
335,55.716078689284636,37.582889197034596,1,0,0,0,0
336,55.715728607214466,37.583333,0,1,0,0,0
337,55.71567252448193,37.58354230360723,0,1,0,0,0
338,55.71551930360723,37.58369552448193,0,1,0,0,0
339,55.71531,37.58375160721447,0,1,0,0,0
340,55.715100696392774,37.58369552448193,0,1,0,0,0
341,55.71494747551807,37.58354230360723,0,1,0,0,0
342,55.71489139278554,37.583333,0,1,0,0,0
343,55.71494747551807,37.583123696392775,0,1,0,0,0
344,55.715100696392774,37.582970475518074,0,1,0,0,0
345,55.71531,37.58291439278554,0,1,0,0,0
346,55.71551930360723,37.582970475518074,0,1,0,0,0
347,55.71567252448193,37.583123696392775,0,1,0,0,0
348,55.71567769552622,37.583333,1,0,0,0,0
349,55.71562843366656,37.58351684776311,1,0,0,0,0
350,55.715493847763106,37.58365143366656,1,0,0,0,0
351,55.71531,37.58370069552622,1,0,0,0,0
352,55.7151261522369,37.58365143366656,1,0,0,0,0
353,55.714991566333445,37.58351684776311,1,0,0,0,0
354,55.71494230447379,37.583333,1,0,0,0,0
355,55.714991566333445,37.5831491522369,1,0,0,0,0
356,55.7151261522369,37.583014566333446,1,0,0,0,0
357,55.71531,37.58296530447379,1,0,0,0,0
358,55.715493847763106,37.583014566333446,1,0,0,0,0
359,55.71562843366656,37.5831491522369,1,0,0,0,0
360,55.71562112698372,37.583333,1,0,0,0,0
361,55.715579443871704,37.58348856349186,1,0,0,0,0
362,55.71546556349186,37.583602443871705,1,0,0,0,0
363,55.71531,37.58364412698372,1,0,0,0,0
364,55.71515443650814,37.583602443871705,1,0,0,0,0
365,55.7150405561283,37.58348856349186,1,0,0,0,0
366,55.714998873016285,37.583333,1,0,0,0,0
367,55.7150405561283,37.583177436508144,1,0,0,0,0
368,55.71515443650814,37.5830635561283,1,0,0,0,0
369,55.71531,37.583021873016285,1,0,0,0,0
370,55.71546556349186,37.5830635561283,1,0,0,0,0
371,55.715579443871704,37.583177436508144,1,0,0,0,0
372,55.71569466608897,37.583333,1,0,0,0,0
373,55.715643130605024,37.583525333044484,1,0,0,0,0
374,55.71550233304448,37.583666130605025,1,0,0,0,0
375,55.71531,37.58371766608897,1,0,0,0,0
376,55.71511766695552,37.583666130605025,1,0,0,0,0
377,55.71497686939498,37.583525333044484,1,0,0,0,0
378,55.71492533391103,37.583333,1,0,0,0,0
379,55.71497686939498,37.58314066695552,1,0,0,0,0
380,55.71511766695552,37.58299986939498,1,0,0,0,0
381,55.71531,37.582948333911034,1,0,0,0,0
382,55.71550233304448,37.58299986939498,1,0,0,0,0
383,55.715643130605024,37.58314066695552,1,0,0,0,0
384,55.715544759451355,37.583333,1,0,0,0,0
385,55.715513307648656,37.58345037972568,1,0,0,0,0
386,55.71542737972568,37.58353630764866,1,0,0,0,0
387,55.71531,37.583567759451356,1,0,0,0,0
388,55.71519262027432,37.58353630764866,1,0,0,0,0
389,55.71510669235135,37.58345037972568,1,0,0,0,0
390,55.71507524054865,37.583333,1,0,0,0,0
391,55.71510669235135,37.58321562027432,1,0,0,0,0
392,55.71519262027432,37.58312969235135,1,0,0,0,0
393,55.71531,37.58309824054865,1,0,0,0,0
394,55.71542737972568,37.58312969235135,1,0,0,0,0
395,55.715513307648656,37.58321562027432,1,0,0,0,0
396,126.42342556367974,37.583333,1,0,0,0,0
397,116.95033433187251,72.93739078183987,1,0,0,0,0
398,91.06936778183987,98.8183573318725,1,0,0,0,0
399,55.71531,108.29144856367975,1,0,0,0,0
400,20.361252218160146,98.8183573318725,1,0,0,0,0
401,-5.5197143318725,72.93739078183987,1,0,0,0,0
402,-14.992805563679738,37.583333,1,0,0,0,0
403,-5.519714331872493,2.229275218160126,1,0,0,0,0
404,20.361252218160104,-23.651691331872478,1,0,0,0,0
405,55.71531,-33.12478256367974,1,0,0,0,0
406,91.06936778183987,-23.65169133187249,1,0,0,0,0
407,116.95033433187248,2.2292752181601045,1,0,0,0,0
408,55.71794043722602,37.583333,1,0,0,0,0
409,55.71758802546079,37.58464821861301,1,0,0,0,0
410,55.71662521861301,37.58561102546079,1,0,0,0,0
411,55.71531,37.58596343722602,1,0,0,0,0
412,55.713994781386994,37.58561102546079,1,0,0,0,0
413,55.71303197453921,37.58464821861301,1,0,0,0,0
414,55.712679562773985,37.583333,1,0,0,0,0
415,55.71303197453921,37.582017781386995,1,0,0,0,0
416,55.713994781386994,37.581054974539214,1,0,0,0,0
417,55.71531,37.580702562773986,1,0,0,0,0
418,55.71662521861301,37.581054974539214,1,0,0,0,0
419,55.71758802546079,37.582017781386995,1,0,0,0,0
420,55.7165398814952,37.583333,1,0,0,0,0
421,55.716375108618486,37.5839479407476,1,0,0,0,0
422,55.7159249407476,37.58439810861849,1,0,0,0,0
423,55.71531,37.5845628814952,1,0,0,0,0
424,55.714695059252406,37.58439810861849,1,0,0,0,0
425,55.71424489138152,37.5839479407476,1,0,0,0,0
426,55.7140801185048,37.583333,1,0,0,0,0
427,55.71424489138152,37.58271805925241,1,0,0,0,0
428,55.714695059252406,37.58226789138152,1,0,0,0,0
429,55.71531,37.582103118504804,1,0,0,0,0
430,55.7159249407476,37.58226789138152,1,0,0,0,0
431,55.716375108618486,37.58271805925241,1,0,0,0,0
432,55.71590821233689,37.583333,1,0,0,0,0
433,55.71582806708061,37.58363210616845,1,0,0,0,0
434,55.71560910616845,37.58385106708061,1,0,0,0,0
435,55.71531,37.58393121233689,1,0,0,0,0
436,55.715010893831554,37.58385106708061,1,0,0,0,0
437,55.7147919329194,37.58363210616845,1,0,0,0,0
438,55.71471178766311,37.583333,1,0,0,0,0
439,55.7147919329194,37.583033893831555,1,0,0,0,0
440,55.715010893831554,37.5828149329194,1,0,0,0,0
441,55.71531,37.582734787663114,1,0,0,0,0
442,55.71560910616845,37.5828149329194,1,0,0,0,0
443,55.71582806708061,37.583033893831555,1,0,0,0,0
444,55.715608568307644,37.583333,0,0,1,0,0
445,55.71556856773918,37.583482284153824,0,0,1,0,0
446,55.71545928415382,37.583591567739184,0,0,1,0,0
447,55.71531,37.583631568307645,0,0,1,0,0
448,55.71516071584618,37.583591567739184,0,0,1,0,0
449,55.71505143226082,37.583482284153824,0,0,1,0,0
450,55.71501143169236,37.583333,0,0,1,0,0
451,55.71505143226082,37.58318371584618,0,0,1,0,0
452,55.71516071584618,37.58307443226082,0,0,1,0,0
453,55.71531,37.58303443169236,0,0,1,0,0
454,55.71545928415382,37.58307443226082,0,0,1,0,0
455,55.71556856773918,37.58318371584618,0,0,1,0,0
456,55.71628357601237,37.583333,1,0,0,0,0
457,55.71615314155923,37.58381978800619,1,0,0,0,0
458,55.71579678800619,37.58417614155923,1,0,0,0,0
459,55.71531,37.584306576012374,1,0,0,0,0
460,55.71482321199382,37.58417614155923,1,0,0,0,0
461,55.71446685844077,37.58381978800619,1,0,0,0,0
462,55.71433642398763,37.583333,1,0,0,0,0
463,55.71446685844077,37.58284621199382,1,0,0,0,0
464,55.71482321199382,37.58248985844077,1,0,0,0,0
465,55.71531,37.58235942398763,1,0,0,0,0
466,55.71579678800619,37.58248985844077,1,0,0,0,0
467,55.71615314155923,37.58284621199382,1,0,0,0,0
468,55.71631833426998,37.583333,1,0,0,0,0
469,55.71618324309331,37.583837167134995,1,0,0,0,0
470,55.715814167134994,37.58420624309331,1,0,0,0,0
471,55.71531,37.58434133426998,1,0,0,0,0
472,55.71480583286501,37.58420624309331,1,0,0,0,0
473,55.71443675690669,37.583837167134995,1,0,0,0,0
474,55.71430166573003,37.583333,1,0,0,0,0
475,55.71443675690669,37.58282883286501,1,0,0,0,0
476,55.71480583286501,37.582459756906694,1,0,0,0,0
477,55.71531,37.58232466573003,1,0,0,0,0
478,55.715814167134994,37.582459756906694,1,0,0,0,0
479,55.71618324309331,37.58282883286501,1,0,0,0,0
480,55.71531002750524,37.583333,0,0,1,0,0
481,55.71531002382024,37.58333301375262,0,0,1,0,0
482,55.71531001375262,37.58333302382024,0,0,1,0,0
483,55.71531,37.58333302750524,0,0,1,0,0
484,55.715309986247384,37.58333302382024,0,0,1,0,0
485,55.71530997617977,37.58333301375262,0,0,1,0,0
486,55.715309972494765,37.583333,0,0,1,0,0
487,55.71530997617977,37.583332986247385,0,0,1,0,0
488,55.715309986247384,37.58333297617977,0,0,1,0,0
489,55.71531,37.583332972494766,0,0,1,0,0
490,55.71531001375262,37.58333297617977,0,0,1,0,0
491,55.71531002382024,37.583332986247385,0,0,1,0,0
492,55.715403338095115,37.583333,0,0,0,0,0
493,55.71539083316151,37.58337966904756,0,0,0,0,0
494,55.71535666904756,37.58341383316151,0,0,0,0,0
495,55.71531,37.583426338095116,0,0,0,0,0
496,55.715263330952446,37.58341383316151,0,0,0,0,0
497,55.7152291668385,37.58337966904756,0,0,0,0,0
498,55.71521666190489,37.583333,0,0,0,0,0
499,55.7152291668385,37.58328633095245,0,0,0,0,0
500,55.715263330952446,37.5832521668385,0,0,0,0,0
501,55.71531,37.58323966190489,0,0,0,0,0
502,55.71535666904756,37.5832521668385,0,0,0,0,0
503,55.71539083316151,37.58328633095245,0,0,0,0,0
504,55.718520264786584,37.583333,1,0,0,0,0
505,55.718090170858055,37.58493813239329,1,0,0,0,0
506,55.71691513239329,37.586113170858056,1,0,0,0,0
507,55.71531,37.586543264786584,1,0,0,0,0
508,55.713704867606715,37.586113170858056,1,0,0,0,0
509,55.71252982914195,37.58493813239329,1,0,0,0,0
510,55.71209973521342,37.583333,1,0,0,0,0
511,55.71252982914195,37.581727867606716,1,0,0,0,0
512,55.713704867606715,37.58055282914195,1,0,0,0,0
513,55.71531,37.58012273521342,1,0,0,0,0
514,55.71691513239329,37.58055282914195,1,0,0,0,0
